id,Protein names,Gene names,PROlong_mean
5658,SLAIN motif-containing protein 2,SLAIN2,1.0082866666666668
5659,Serine/threonine-protein kinase PAK 7,PAK7,1.1038666666666666
5660,BRCA2 and CDKN1A-interacting protein,BCCIP,0.9487633333333333
5661,Prostaglandin F2 receptor negative regulator,PTGFRN,1.2192333333333334
5662,CTTNBP2 N-terminal-like protein,CTTNBP2NL,1.01161
5663,Transmembrane protein 181,TMEM181,0.91727
5664,Chromodomain-helicase-DNA-binding protein 7,CHD7,0.9436366666666667
5665,HEAT repeat-containing protein 5B,HEATR5B,0.9706833333333333
5666,NFX1-type zinc finger-containing protein 1,ZNFX1,1.2645333333333333
5668,Cleavage and polyadenylation specificity factor subunit 2,CPSF2,0.8342433333333333
5669,"Leucine--tRNA ligase, cytoplasmic",LARS,1.1269666666666667
5670,Eukaryotic translation initiation factor 2-alpha kinase 4,EIF2AK4,0.9589866666666667
5671,WD repeat-containing protein 35,WDR35,3.7236
5672,RNA-binding protein 27,RBM27,0.8980233333333334
5673,E3 ubiquitin-protein ligase HECW2,HECW2,1.3342
5674,StAR-related lipid transfer protein 9,STARD9,0.88322
5675,Rabankyrin-5,ANKFY1,1.0167666666666666
5676,"Succinyl-CoA ligase [ADP-forming] subunit beta, mitochondrial",SUCLA2,1.0029533333333334
5677,Dolichol-phosphate mannosyltransferase subunit 3,DPM3,1.0207633333333332
5678,Protein IMPACT,IMPACT,1.1131333333333333
5679,Ataxin-10,ATXN10,1.1984333333333335
5680,Methyl-CpG-binding domain protein 2,MBD2,0.84683
5681,Neurochondrin,NCDN,0.9182266666666666
5682,Tuftelin-interacting protein 11,TFIP11,0.90658
5683,Origin recognition complex subunit 3,ORC3,0.8361866666666666
5684,"SUMO-activating enzyme subunit 1;SUMO-activating enzyme subunit 1, N-terminally processed",SAE1,0.9075866666666667
5685,Melanoma-associated antigen C2,MAGEC2,0.6243966666666667
5686,Coatomer subunit gamma-2,COPG2,1.1403666666666668
5687,C-type mannose receptor 2,MRC2,1.0336733333333334
5688,COMM domain-containing protein 3,COMMD3,1.0498
5689,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,GNG12,0.7177533333333334
5690,Methionine synthase reductase,MTRR,0.9819566666666666
5691,7-dehydrocholesterol reductase,DHCR7,1.0765666666666667
5692,Histone deacetylase 6,HDAC6,1.5441666666666667
5693,Spastin,SPAST,1.3237333333333332
5694,tRNA (guanine-N(7)-)-methyltransferase,METTL1,1.2205666666666666
5695,PTB domain-containing engulfment adapter protein 1,GULP1,0.8449966666666666
5696,Eukaryotic translation initiation factor 3 subunit K,EIF3K,0.94822
5697,Glyoxylate reductase/hydroxypyruvate reductase,GRHPR,1.1350666666666667
5698,Cathepsin Z,CTSZ,1.0242366666666667
5699,Ribosomal protein S6 kinase beta-2,RPS6KB2,1.2051666666666667
5701,DnaJ homolog subfamily B member 11,DNAJB11,0.91792
5702,E3 ubiquitin-protein ligase RNF14,RNF14,1.3656333333333333
5703,SUMO-activating enzyme subunit 2,UBA2,0.8774566666666667
5704,Protein FAM8A1,FAM8A1,1.1629
5705,Nuclear RNA export factor 1,NXF1,0.9752733333333333
5706,Protein sel-1 homolog 1,SEL1L,1.0433
5707,Peflin,PEF1,1.0186933333333332
5708,Zinc finger MYM-type protein 2,ZMYM2,0.9295933333333334
5709,COP9 signalosome complex subunit 7a,COPS7A,1.053
5710,"Alpha-aminoadipic semialdehyde synthase, mitochondrial;Lysine ketoglutarate reductase;Saccharopine dehydrogenase",AASS,1.12856
5711,CAP-Gly domain-containing linker protein 2,CLIP2,1.1312433333333334
5712,Cytochrome b-c1 complex subunit 9,UQCR10,1.1173
5713,Tight junction protein ZO-2,TJP2,0.8248966666666666
5714,DnaJ homolog subfamily B member 4,DNAJB4,1.1422
5715,Mucosa-associated lymphoid tissue lymphoma translocation protein 1,MALT1,0.7928866666666666
5716,Death domain-associated protein 6,DAXX,0.9023933333333334
5717,Putative tRNA (cytidine(32)/guanosine(34)-2-O)-methyltransferase,FTSJ1,1.1514566666666666
5718,Vesicle transport through interaction with t-SNAREs homolog 1B,VTI1B,1.06579
5719,STE20/SPS1-related proline-alanine-rich protein kinase,STK39,1.1574666666666666
5720,Protein NipSnap homolog 3A,NIPSNAP3A,1.0634366666666666
5721,CGG triplet repeat-binding protein 1,CGGBP1,0.96914
5722,ATP-binding cassette sub-family F member 2,ABCF2,0.7918566666666667
5723,Testin,TES,1.0933
5724,Gamma-tubulin complex component 4,TUBGCP4,1.0222
5725,"Tryptophan--tRNA ligase, mitochondrial",WARS2,0.9798266666666667
5726,Translocation protein SEC63 homolog,SEC63,0.8734733333333333
5728,Zinc finger CCCH domain-containing protein 7B,ZC3H7B,1.3399
5729,Protein NDRG3,NDRG3,1.0972
5730,Nucleolar protein 12,NOL12,0.960355
5731,Armadillo repeat-containing X-linked protein 3,ARMCX3,1.0040566666666666
5732,Switch-associated protein 70,SWAP70,1.0617666666666667
5733,SUN domain-containing protein 2,SUN2,1.1379
5734,Probable ribosome biogenesis protein RLP24,RSL24D1,0.669875
5735,Ragulator complex protein LAMTOR3,LAMTOR3,0.99666
5736,LIM domain and actin-binding protein 1,LIMA1,0.9861466666666666
5737,AF4/FMR2 family member 4,AFF4,0.9950899999999999
5738,Signal recognition particle subunit SRP68,SRP68,1.00484
5739,Cysteine and histidine-rich domain-containing protein 1,CHORDC1,0.9599166666666666
5740,Serine/threonine-protein kinase TBK1,TBK1,1.0957
5741,Septin-9,SEPT9,0.98795333333333335
5742,Ubiquilin-2,UBQLN2,0.99129
5743,Prenylcysteine oxidase 1,PCYOX1,1.1513333333333333
5744,Probable ATP-dependent RNA helicase DDX20,DDX20,0.9360266666666667
5745,Dipeptidyl peptidase 2,DPP7,1.0384
5746,Transmembrane protein 2,TMEM2,0.7298
5747,NADH-cytochrome b5 reductase 1,CYB5R1,0.9388966666666667
5748,Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1,BAIAP2L1,0.87688
5749,Zinc finger HIT domain-containing protein 2,ZNHIT2,0.9661566666666667
5750,Mediator of RNA polymerase II transcription subunit 13,MED13,1.0775333333333335
5751,Prefoldin subunit 2,PFDN2,0.9868033333333334
5752,GPN-loop GTPase 3,GPN3,1.050185
5753,Poly(U)-binding-splicing factor PUF60,PUF60,0.8741933333333334
5754,Nuclear receptor-binding protein,NRBP1,1.0370866666666667
5755,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,NDUFA12,0.7635466666666667
5756,V-type proton ATPase subunit H,ATP6V1H,1.1691666666666667
5757,Importin-11,IPO11,1.1171
5758,Multifunctional methyltransferase subunit TRM112-like protein,TRMT112,1.0488
5760,Leucine carboxyl methyltransferase 1,LCMT1,1.0991666666666666
5761,Vacuolar protein sorting-associated protein 51 homolog,VPS51,0.9949533333333334
5762,"ATPase inhibitor, mitochondrial",ATPIF1,1.0917233333333334
5763,"GTP:AMP phosphotransferase AK3, mitochondrial",AK3,1.1282666666666668
5764,"Leucyl-cystinyl aminopeptidase;Leucyl-cystinyl aminopeptidase, pregnancy serum form",LNPEP,1.02202
5765,CCR4-NOT transcription complex subunit 7,CNOT7,0.91227
5766,Plexin-A1;Plexin-A3,PLXNA1;PLXNA3,1.2317666666666667
5767,Gamma-glutamyltransferase 7;Gamma-glutamyltransferase 7 heavy chain;Gamma-glutamyltransferase 7 light chain,GGT7,0.9735466666666667
5768,Mitochondrial peptide methionine sulfoxide reductase,MSRA,1.0361966666666667
5769,N-acetyl-D-glucosamine kinase,NAGK,1.0860666666666667
5770,2-hydroxyacyl-CoA lyase 1,HACL1,1.3863333333333334
5771,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,TRMT6,0.8670633333333333
5772,Regulating synaptic membrane exocytosis protein 3,RIMS3,0.75439
5773,Ras GTPase-activating protein nGAP,RASAL2,0.9916866666666667
5774,Ribosome biogenesis protein TSR3 homolog,TSR3,1.2443666666666666
5775,ERBB receptor feedback inhibitor 1,ERRFI1,0.6156
5776,Calcium-binding mitochondrial carrier protein Aralar2,SLC25A13,0.9196533333333333
5777,Drebrin-like protein,DBNL,1.0747
5778,Dynactin subunit 4,DCTN4,1.1606
5779,Cell division cycle protein 23 homolog,CDC23,0.9590133333333334
5780,Anaphase-promoting complex subunit 7,ANAPC7,0.91612
5781,Anaphase-promoting complex subunit 4,ANAPC4,1.0854866666666667
5782,Anaphase-promoting complex subunit 2,ANAPC2,1.0049166666666667
5783,Heat shock protein beta-8,HSPB8,1.0544
5784,ADP-ribosylation factor-binding protein GGA1,GGA1,1.0596333333333334
5785,"Stomatin-like protein 2, mitochondrial",STOML2,0.9441866666666666
5787,Vacuolar protein sorting-associated protein 28 homolog,VPS28,0.9536033333333334
5788,U6 snRNA-associated Sm-like protein LSm7,LSM7,0.9749599999999999
5789,Cyclin-L1,CCNL1,0.98221
5790,Lariat debranching enzyme,DBR1,0.9866566666666667
5791,"Hematological and neurological expressed 1 protein;Hematological and neurological expressed 1 protein, N-terminally processed",HN1,0.9532933333333333
5792,A-kinase anchor protein 11,AKAP11,1.1768333333333334
5794,mRNA turnover protein 4 homolog,MRTO4,0.71362
5795,Cleavage and polyadenylation specificity factor subunit 3,CPSF3,0.7863233333333334
5796,DCC-interacting protein 13-alpha,APPL1,0.90856
5797,Serine/threonine-protein kinase tousled-like 1,TLK1,0.8886499999999999
5798,G patch domain-containing protein 8,GPATCH8,0.7509733333333334
5799,Poly [ADP-ribose] polymerase 4,PARP4,1.2427666666666668
5800,NTF2-related export protein 1,NXT1,1.10115
5801,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase;alpha-1,2-Mannosidase",MAN1B1,1.5397666666666667
5802,RNA-binding protein Raly,RALY,0.6103000000000001
5803,General transcription factor 3C polypeptide 4,GTF3C4,0.7913833333333333
5804,Probable ergosterol biosynthetic protein 28,C14orf1,1.482
5805,"Isobutyryl-CoA dehydrogenase, mitochondrial",ACAD8,0.8368633333333333
5806,E3 ubiquitin-protein ligase AMFR,AMFR,1.2381333333333333
5807,Protein argonaute-2,AGO2,0.8225733333333334
5809,Nuclear pore complex protein Nup50,NUP50,0.7565733333333333
5810,Protein CDV3 homolog,CDV3,0.9800433333333334
5811,Integrator complex subunit 6,INTS6,0.8813633333333333
5812,BAG family molecular chaperone regulator 5,BAG5,1.0649866666666665
5813,Ras-related protein Rab-21,RAB21,1.0493000000000001
5814,Ras-related protein Rab-22A,RAB22A,1.1317333333333335
5815,Serine/threonine-protein kinase TAO2,TAOK2,1.0018
5816,Muskelin,MKLN1,0.9707566666666666
5817,Ras-related protein Rab-23,RAB23,1.0901666666666667
5818,Malignant T-cell-amplified sequence 1,MCTS1,0.9961266666666667
5821,Paladin,PALD1,1.1104
5822,Zinc transporter ZIP10,SLC39A10,1.2166333333333335
5823,DNA helicase INO80,INO80,0.7480966666666666
5824,Cell cycle progression protein 1,CCPG1,1.4256
5825,Kinase D-interacting substrate of 220 kDa,KIDINS220,0.9847033333333334
5826,Ankyrin repeat domain-containing protein 50,ANKRD50,1.0658500000000002
5829,CCR4-NOT transcription complex subunit 6;CCR4-NOT transcription complex subunit 6-like,CNOT6;CNOT6L,0.89573
5830,TBC1 domain family member 24,TBC1D24,1.0292333333333332
5831,Pre-mRNA-splicing factor ISY1 homolog,ISY1,1.0185666666666666
5832,Protein kinase C-binding protein 1,ZMYND8,0.66937
5833,Coronin-1C;Coronin,CORO1C,1.0190433333333333
5834,Activator of basal transcription 1,ABT1,0.7483033333333333
5835,RNA-binding protein NOB1,NOB1,1.0763666666666667
5836,A-kinase anchor protein 8-like,AKAP8L,0.87554
5837,Transcription factor MafF,MAFF,0.84165
5838,Anaphase-promoting complex subunit 10,ANAPC10,0.8880333333333333
5839,Mammalian ependymin-related protein 1,EPDR1,1.1353333333333333
5840,Neurogenic locus notch homolog protein 3;Notch 3 extracellular truncation;Notch 3 intracellular domain,NOTCH3,1.0451233333333334
5841,Intercellular adhesion molecule 5,ICAM5,1.2132666666666667
5842,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",NFU1,1.0227666666666666
5843,Pre-mRNA-processing factor 19,PRPF19,0.78689
5844,Ubiquilin-1,UBQLN1,1.0066166666666667
5845,Neudesin,NENF,1.0181333333333333
5846,Vacuolar protein sorting-associated protein 4A,VPS4A,1.0665
5847,Protocadherin gamma-C3,PCDHGC3,1.2304
5848,LINE-1 retrotransposable element ORF1 protein,L1RE1,0.9125599999999999
5849,Ras GTPase-activating protein-binding protein 2,G3BP2,0.7915433333333334
5850,E3 ubiquitin-protein ligase CHIP,STUB1,1.0284
5851,Protein kinase C and casein kinase substrate in neurons protein 2,PACSIN2,1.0662333333333334
5852,Melanoma-associated antigen D2,MAGED2,1.3977333333333333
5853,"Sorting nexin-6;Sorting nexin-6, N-terminally processed",SNX6,1.098
5854,Dual specificity protein phosphatase 12,DUSP12,0.97623
5855,Syntaxin-8,STX8,1.2222666666666666
5856,26S proteasome non-ATPase regulatory subunit 13,PSMD13,1.0153666666666668
5857,FAS-associated factor 1,FAF1,1.0626333333333333
5858,Endothelial protein C receptor,PROCR,0.8009633333333334
5859,Peptidyl-prolyl cis-trans isomerase E;Peptidyl-prolyl cis-trans isomerase,PPIE,0.96699
5860,Probable dimethyladenosine transferase,DIMT1,0.84231
5861,Protein timeless homolog,TIMELESS,0.8459733333333334
5862,COP9 signalosome complex subunit 3,COPS3,0.98032
5863,Multiple inositol polyphosphate phosphatase 1,MINPP1,1.0606666666666666
5864,60S ribosomal protein L26-like 1,RPL26L1,0.8182566666666666
5865,WD repeat-containing protein 3,WDR3,1.06185
5866,Transcription termination factor 2,TTF2,0.93423
5867,NSFL1 cofactor p47,NSFL1C,0.9939466666666666
5868,Conserved oligomeric Golgi complex subunit 5,COG5,1.1606333333333332
5869,Solute carrier family 12 member 4,SLC12A4,1.0255133333333333
5870,AP-4 complex subunit epsilon-1,AP4E1,0.638255
5871,Serine/threonine-protein phosphatase 6 regulatory subunit 1,PPP6R1,0.9171866666666667
5872,E3 ubiquitin-protein ligase TRIM33,TRIM33,0.9987166666666667
5873,Protein SMG5,SMG5,0.76995
5874,Ubiquitin carboxyl-terminal hydrolase 24,USP24,1.0362
5875,TBC1 domain family member 2B,TBC1D2B,1.0776999999999999
5876,Endoribonuclease Dicer,DICER1,0.7356233333333333
5877,Cystine/glutamate transporter,SLC7A11,1.0526
5878,Microtubule-associated protein RP/EB family member 3,MAPRE3,1.1166666666666667
5879,Coronin-2B,CORO2B,0.9932766666666667
5880,Potassium voltage-gated channel subfamily H member 4,KCNH4,1.0066000000000002
5881,Leucine-rich repeat protein SHOC-2,SHOC2,1.0144933333333332
5882,Serine/arginine repetitive matrix protein 2,SRRM2,0.92508
5883,"Alpha-1,3-mannosyl-glycoprotein 4-beta-N-acetylglucosaminyltransferase B",MGAT4B,1.1132633333333333
5884,Proliferation-associated protein 2G4,PA2G4,0.9178499999999999
5885,Paraplegin,SPG7,0.8909533333333333
5886,Brain-specific angiogenesis inhibitor 1-associated protein 2,BAIAP2,1.0102433333333334
5887,Structural maintenance of chromosomes protein 3,SMC3,0.95331
5888,SH2B adapter protein 3,SH2B3,0.8691949999999999
5889,Myotubularin-related protein 6,MTMR6,1.0251233333333334
5890,60S ribosome subunit biogenesis protein NIP7 homolog,NIP7,0.7425133333333334
5891,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase;UDP-N-acetylglucosamine 2-epimerase (hydrolyzing);N-acetylmannosamine kinase,GNE,1.0405366666666667
5892,UPF0568 protein C14orf166,C14orf166,0.96122
5893,RuvB-like 2,RUVBL2,0.9593366666666666
5894,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,PIN4,1.1055666666666666
5895,"HIG1 domain family member 1A, mitochondrial",HIGD1A,2.1326666666666667
5896,RAC-gamma serine/threonine-protein kinase,AKT3,0.90313
5897,Proteasome maturation protein,POMP,1.5642
5898,DNA replication complex GINS protein PSF2,GINS2,0.8384266666666667
5899,Phospholipase A-2-activating protein,PLAA,0.9989033333333334
5900,RuvB-like 1,RUVBL1,0.96275
5901,Nuclear migration protein nudC,NUDC,1.0756333333333334
5902,Mitochondrial chaperone BCS1,BCS1L,0.9239766666666667
5903,Voltage-dependent anion-selective channel protein 3,VDAC3,0.97693
5904,Cofilin-2,CFL2,1.0278066666666668
5905,Phenylalanine--tRNA ligase alpha subunit,FARSA,0.9300366666666666
5906,Sodium-dependent multivitamin transporter,SLC5A6,0.8207566666666667
5907,"28S ribosomal protein S33, mitochondrial",MRPS33,0.8391766666666667
5908,Histone chaperone ASF1A,ASF1A,0.8180533333333333
5909,Developmentally-regulated GTP-binding protein 1,DRG1,0.9516533333333334
5910,Nck-associated protein 1,NCKAP1,1.0176333333333334
5911,Protein canopy homolog 2,CNPY2,0.9993599999999999
5913,Phosphatidylinositide phosphatase SAC2,INPP5F,1.0558666666666667
5914,Fibronectin type-III domain-containing protein 3A,FNDC3A,0.99163
5915,Nischarin,NISCH,0.87831
5916,1-phosphatidylinositol 3-phosphate 5-kinase,PIKFYVE,1.0803333333333334
5917,Exosome complex exonuclease RRP44,DIS3,0.9424766666666666
5918,Leucine-rich repeat and calponin homology domain-containing protein 1,LRCH1,0.9611866666666666
5919,Glutathione S-transferase kappa 1,GSTK1,1.0609666666666666
5920,Ragulator complex protein LAMTOR2,LAMTOR2,1.0551899999999999
5921,"28S ribosomal protein S28, mitochondrial",MRPS28,1.0323
5922,"Cytochrome c oxidase assembly factor 3 homolog, mitochondrial",COA3,1.3727666666666667
5923,DNA-directed RNA polymerases I and III subunit RPAC2,POLR1D,0.9427766666666667
5924,Lambda-crystallin homolog,CRYL1,1.3718333333333335
5925,Polymerase delta-interacting protein 2,POLDIP2,1.0214666666666667
5926,AP-3 complex subunit mu-1,AP3M1,0.94764
5927,Mitogen-activated protein kinase kinase kinase 2,MAP3K2,1.0027366666666666
5928,Inner nuclear membrane protein Man1,LEMD3,1.00966
5929,Calcium-regulated heat stable protein 1,CARHSP1,0.9395066666666667
5930,Conserved oligomeric Golgi complex subunit 6,COG6,1.1793
5931,Thyroid hormone receptor-associated protein 3,THRAP3,0.7366766666666666
5932,WW domain-binding protein 11,WBP11,0.80187
5933,Mediator of RNA polymerase II transcription subunit 16,MED16,0.9896766666666668
5934,Nucleolar protein 58,NOP58,0.66546
5935,DNA-directed RNA polymerase III subunit RPC10,POLR3K,1.10019
5936,Suppressor of G2 allele of SKP1 homolog,SUGT1,0.97454
5937,"Protein MTO1 homolog, mitochondrial",MTO1,1.0728
5938,"Tyrosine--tRNA ligase, mitochondrial;Tyrosine--tRNA ligase",YARS2,0.9663733333333333
5939,Putative N-acetylglucosamine-6-phosphate deacetylase,AMDHD2,1.06843
5940,"Acyl-coenzyme A thioesterase 9, mitochondrial",ACOT9,0.9803333333333334
5941,Nitric oxide synthase-interacting protein,NOSIP,0.9358133333333333
5942,Deoxyribose-phosphate aldolase,DERA,1.0999
5943,Protein MEMO1,MEMO1,1.0279333333333334
5944,Thioredoxin-related transmembrane protein 2,TMX2,0.9232899999999999
5945,U6 snRNA-associated Sm-like protein LSm2,LSM2,0.93691
5946,Calcium-binding protein 39,CAB39,1.0922333333333334
5947,Putative RNA-binding protein Luc7-like 2,LUC7L2,0.88421
5948,Ubiquitin-conjugating enzyme E2 J1,UBE2J1,1.20835
5949,Dehydrogenase/reductase SDR family member 7,DHRS7,1.1550333333333334
5950,"28S ribosomal protein S2, mitochondrial",MRPS2,0.8814433333333334
5951,Ribosomal RNA-processing protein 7 homolog A,RRP7A,0.74167
5952,Ribosome maturation protein SBDS,SBDS,1.0804333333333334
5953,Transmembrane emp24 domain-containing protein 5,TMED5,0.9748066666666667
5954,Protein slowmo homolog 2,SLMO2,3.171
5955,Exosome complex component CSL4,EXOSC1,0.8112166666666667
5956,Transmembrane emp24 domain-containing protein 7,TMED7;TMED7-TICAM2,1.0576
5957,Splicing factor 3B subunit 6,SF3B6,0.8863966666666667
5958,"39S ribosomal protein L11, mitochondrial",MRPL11,0.85041
5959,"Oligoribonuclease, mitochondrial",REXO2,1.0595333333333334
5960,RRP15-like protein,RRP15,0.83684
5961,EKC/KEOPS complex subunit TPRKB,TPRKB,0.9999499999999999
5962,RING finger protein 11,RNF11,0.9893366666666668
